2022-04-02 16:59:58 | loaded 474/482 parameter items from ./YOLOLITE/model/v5lite-s.pth
2022-04-02 16:59:58 | Optimizer groups: 82 .bias, 82 conv.weight, 79 other
2022-04-02 16:59:59 | Image sizes 512 train, 512 test,  Using 8 dataloader workers, Logging results to YOLOLITE/save_nowarm, Starting training for 50 epochs...
2022-04-02 17:00:34 | epoch    1/50 | iter:  80/259 | boxloss 0.044485 | objloss 0.010744 | clsloss 0.024145 | totalloss 0.079374 | labels 381 | time 0.369433s
2022-04-02 17:00:34 | epoch    1/50 | iter:  81/259 | boxloss 0.044383 | objloss 0.010719 | clsloss 0.024135 | totalloss 0.079237 | labels 340 | time 0.373341s
2022-04-02 17:00:35 | epoch    1/50 | iter:  82/259 | boxloss 0.044288 | objloss 0.010688 | clsloss 0.024104 | totalloss 0.079080 | labels 340 | time 0.372189s
2022-04-02 17:00:35 | epoch    1/50 | iter:  83/259 | boxloss 0.044224 | objloss 0.010671 | clsloss 0.024078 | totalloss 0.078973 | labels 416 | time 0.373024s
2022-04-02 17:00:36 | epoch    1/50 | iter:  84/259 | boxloss 0.044150 | objloss 0.010662 | clsloss 0.024052 | totalloss 0.078865 | labels 419 | time 0.374328s
2022-04-02 17:00:36 | epoch    1/50 | iter:  85/259 | boxloss 0.044067 | objloss 0.010639 | clsloss 0.024027 | totalloss 0.078733 | labels 368 | time 0.377917s
2022-04-02 17:00:36 | epoch    1/50 | iter:  86/259 | boxloss 0.044013 | objloss 0.010639 | clsloss 0.024004 | totalloss 0.078655 | labels 464 | time 0.376487s
2022-04-02 17:00:37 | epoch    1/50 | iter:  87/259 | boxloss 0.043941 | objloss 0.010645 | clsloss 0.023983 | totalloss 0.078569 | labels 520 | time 0.371080s
2022-04-02 17:00:37 | epoch    1/50 | iter:  88/259 | boxloss 0.043870 | objloss 0.010637 | clsloss 0.023965 | totalloss 0.078471 | labels 440 | time 0.368963s
2022-04-02 17:00:37 | epoch    1/50 | iter:  89/259 | boxloss 0.043796 | objloss 0.010637 | clsloss 0.023942 | totalloss 0.078374 | labels 461 | time 0.369610s
2022-04-02 17:00:38 | epoch    1/50 | iter:  90/259 | boxloss 0.043726 | objloss 0.010629 | clsloss 0.023923 | totalloss 0.078278 | labels 439 | time 0.381299s
2022-04-02 17:00:38 | epoch    1/50 | iter:  91/259 | boxloss 0.043659 | objloss 0.010614 | clsloss 0.023908 | totalloss 0.078181 | labels 394 | time 0.373492s
2022-04-02 17:00:39 | epoch    1/50 | iter:  92/259 | boxloss 0.043582 | objloss 0.010601 | clsloss 0.023885 | totalloss 0.078069 | labels 415 | time 0.370994s
2022-04-02 17:00:39 | epoch    1/50 | iter:  93/259 | boxloss 0.043499 | objloss 0.010608 | clsloss 0.023857 | totalloss 0.077963 | labels 468 | time 0.372771s
2022-04-02 17:00:39 | epoch    1/50 | iter:  94/259 | boxloss 0.043448 | objloss 0.010594 | clsloss 0.023831 | totalloss 0.077872 | labels 431 | time 0.370546s
2022-04-02 17:00:40 | epoch    1/50 | iter:  95/259 | boxloss 0.043379 | objloss 0.010583 | clsloss 0.023807 | totalloss 0.077769 | labels 440 | time 0.371908s
2022-04-02 17:00:40 | epoch    1/50 | iter:  96/259 | boxloss 0.043313 | objloss 0.010574 | clsloss 0.023782 | totalloss 0.077669 | labels 422 | time 0.370101s
2022-04-02 17:00:40 | epoch    1/50 | iter:  97/259 | boxloss 0.043240 | objloss 0.010556 | clsloss 0.023755 | totalloss 0.077551 | labels 361 | time 0.370304s
2022-04-02 17:00:41 | epoch    1/50 | iter:  98/259 | boxloss 0.043188 | objloss 0.010553 | clsloss 0.023741 | totalloss 0.077483 | labels 449 | time 0.368878s
2022-04-02 17:00:41 | epoch    1/50 | iter:  99/259 | boxloss 0.043125 | objloss 0.010553 | clsloss 0.023726 | totalloss 0.077405 | labels 449 | time 0.379996s
2022-04-02 17:00:42 | epoch    1/50 | iter: 100/259 | boxloss 0.043070 | objloss 0.010553 | clsloss 0.023713 | totalloss 0.077336 | labels 466 | time 0.372379s
2022-04-02 17:00:42 | epoch    1/50 | iter: 101/259 | boxloss 0.042978 | objloss 0.010543 | clsloss 0.023695 | totalloss 0.077215 | labels 400 | time 0.370661s
2022-04-02 17:00:42 | epoch    1/50 | iter: 102/259 | boxloss 0.042896 | objloss 0.010524 | clsloss 0.023671 | totalloss 0.077091 | labels 363 | time 0.371936s
2022-04-02 17:00:43 | epoch    1/50 | iter: 103/259 | boxloss 0.042856 | objloss 0.010519 | clsloss 0.023658 | totalloss 0.077032 | labels 464 | time 0.371568s
2022-04-02 17:00:43 | epoch    1/50 | iter: 104/259 | boxloss 0.042797 | objloss 0.010503 | clsloss 0.023639 | totalloss 0.076939 | labels 405 | time 0.371163s
2022-04-02 17:00:43 | epoch    1/50 | iter: 105/259 | boxloss 0.042727 | objloss 0.010502 | clsloss 0.023612 | totalloss 0.076841 | labels 457 | time 0.375247s
2022-04-02 17:00:44 | epoch    1/50 | iter: 106/259 | boxloss 0.042681 | objloss 0.010509 | clsloss 0.023597 | totalloss 0.076786 | labels 522 | time 0.370252s
2022-04-02 17:00:44 | epoch    1/50 | iter: 107/259 | boxloss 0.042633 | objloss 0.010503 | clsloss 0.023568 | totalloss 0.076703 | labels 440 | time 0.369507s
2022-04-02 17:00:45 | epoch    1/50 | iter: 108/259 | boxloss 0.042576 | objloss 0.010488 | clsloss 0.023560 | totalloss 0.076624 | labels 383 | time 0.370198s
2022-04-02 17:00:45 | epoch    1/50 | iter: 109/259 | boxloss 0.042530 | objloss 0.010484 | clsloss 0.023551 | totalloss 0.076565 | labels 451 | time 0.375070s
2022-04-02 17:00:45 | epoch    1/50 | iter: 110/259 | boxloss 0.042474 | objloss 0.010470 | clsloss 0.023528 | totalloss 0.076472 | labels 394 | time 0.378087s
2022-04-02 17:00:46 | epoch    1/50 | iter: 111/259 | boxloss 0.042411 | objloss 0.010468 | clsloss 0.023508 | totalloss 0.076388 | labels 447 | time 0.371871s
2022-04-02 17:00:46 | epoch    1/50 | iter: 112/259 | boxloss 0.042352 | objloss 0.010472 | clsloss 0.023480 | totalloss 0.076304 | labels 497 | time 0.371214s
2022-04-02 17:00:46 | epoch    1/50 | iter: 113/259 | boxloss 0.042304 | objloss 0.010469 | clsloss 0.023460 | totalloss 0.076233 | labels 455 | time 0.374240s
2022-04-02 17:00:47 | epoch    1/50 | iter: 114/259 | boxloss 0.042248 | objloss 0.010448 | clsloss 0.023447 | totalloss 0.076142 | labels 348 | time 0.375375s
2022-04-02 17:00:47 | epoch    1/50 | iter: 115/259 | boxloss 0.042193 | objloss 0.010440 | clsloss 0.023417 | totalloss 0.076051 | labels 467 | time 0.370542s
2022-04-02 17:00:48 | epoch    1/50 | iter: 116/259 | boxloss 0.042138 | objloss 0.010434 | clsloss 0.023401 | totalloss 0.075974 | labels 412 | time 0.369565s
2022-04-02 17:00:48 | epoch    1/50 | iter: 117/259 | boxloss 0.042080 | objloss 0.010421 | clsloss 0.023383 | totalloss 0.075884 | labels 392 | time 0.374877s
2022-04-02 17:00:48 | epoch    1/50 | iter: 118/259 | boxloss 0.042039 | objloss 0.010414 | clsloss 0.023361 | totalloss 0.075814 | labels 454 | time 0.375121s
2022-04-02 17:00:49 | epoch    1/50 | iter: 119/259 | boxloss 0.041998 | objloss 0.010400 | clsloss 0.023344 | totalloss 0.075742 | labels 394 | time 0.375296s
2022-04-02 17:00:49 | epoch    1/50 | iter: 120/259 | boxloss 0.041951 | objloss 0.010392 | clsloss 0.023326 | totalloss 0.075669 | labels 418 | time 0.369695s
2022-04-02 17:00:49 | epoch    1/50 | iter: 121/259 | boxloss 0.041910 | objloss 0.010390 | clsloss 0.023306 | totalloss 0.075606 | labels 467 | time 0.370219s
2022-04-02 17:00:50 | epoch    1/50 | iter: 122/259 | boxloss 0.041875 | objloss 0.010383 | clsloss 0.023291 | totalloss 0.075549 | labels 461 | time 0.379527s
2022-04-02 17:00:50 | epoch    1/50 | iter: 123/259 | boxloss 0.041839 | objloss 0.010369 | clsloss 0.023271 | totalloss 0.075480 | labels 415 | time 0.373603s
2022-04-02 17:00:51 | epoch    1/50 | iter: 124/259 | boxloss 0.041787 | objloss 0.010345 | clsloss 0.023265 | totalloss 0.075397 | labels 326 | time 0.379433s
2022-04-02 17:00:51 | epoch    1/50 | iter: 125/259 | boxloss 0.041738 | objloss 0.010330 | clsloss 0.023249 | totalloss 0.075316 | labels 387 | time 0.363500s
2022-04-02 17:00:51 | epoch    1/50 | iter: 126/259 | boxloss 0.041702 | objloss 0.010310 | clsloss 0.023235 | totalloss 0.075247 | labels 363 | time 0.372341s
2022-04-02 17:00:52 | epoch    1/50 | iter: 127/259 | boxloss 0.041661 | objloss 0.010290 | clsloss 0.023230 | totalloss 0.075181 | labels 356 | time 0.373835s
2022-04-02 17:00:52 | epoch    1/50 | iter: 128/259 | boxloss 0.041616 | objloss 0.010290 | clsloss 0.023213 | totalloss 0.075119 | labels 486 | time 0.370368s
2022-04-02 17:00:52 | epoch    1/50 | iter: 129/259 | boxloss 0.041569 | objloss 0.010274 | clsloss 0.023196 | totalloss 0.075039 | labels 372 | time 0.375325s
2022-04-02 17:00:53 | epoch    1/50 | iter: 130/259 | boxloss 0.041521 | objloss 0.010264 | clsloss 0.023188 | totalloss 0.074973 | labels 391 | time 0.369168s
2022-04-02 17:00:53 | epoch    1/50 | iter: 131/259 | boxloss 0.041469 | objloss 0.010255 | clsloss 0.023172 | totalloss 0.074895 | labels 408 | time 0.372432s
2022-04-02 17:00:53 | epoch    1/50 | iter: 132/259 | boxloss 0.041428 | objloss 0.010250 | clsloss 0.023165 | totalloss 0.074843 | labels 420 | time 0.371438s
2022-04-02 17:00:54 | epoch    1/50 | iter: 133/259 | boxloss 0.041385 | objloss 0.010241 | clsloss 0.023154 | totalloss 0.074780 | labels 404 | time 0.379853s
2022-04-02 17:00:54 | epoch    1/50 | iter: 134/259 | boxloss 0.041353 | objloss 0.010236 | clsloss 0.023135 | totalloss 0.074723 | labels 470 | time 0.376050s
2022-04-02 17:00:55 | epoch    1/50 | iter: 135/259 | boxloss 0.041323 | objloss 0.010239 | clsloss 0.023127 | totalloss 0.074689 | labels 507 | time 0.372435s
2022-04-02 17:00:55 | epoch    1/50 | iter: 136/259 | boxloss 0.041282 | objloss 0.010231 | clsloss 0.023109 | totalloss 0.074623 | labels 435 | time 0.374420s
2022-04-02 17:00:55 | epoch    1/50 | iter: 137/259 | boxloss 0.041221 | objloss 0.010218 | clsloss 0.023093 | totalloss 0.074532 | labels 375 | time 0.372669s
2022-04-02 17:00:56 | epoch    1/50 | iter: 138/259 | boxloss 0.041183 | objloss 0.010210 | clsloss 0.023082 | totalloss 0.074475 | labels 430 | time 0.375201s
2022-04-02 17:00:56 | epoch    1/50 | iter: 139/259 | boxloss 0.041134 | objloss 0.010200 | clsloss 0.023069 | totalloss 0.074403 | labels 394 | time 0.375544s
2022-04-02 17:00:56 | epoch    1/50 | iter: 140/259 | boxloss 0.041087 | objloss 0.010189 | clsloss 0.023055 | totalloss 0.074331 | labels 371 | time 0.372633s
2022-04-02 17:00:57 | epoch    1/50 | iter: 141/259 | boxloss 0.041039 | objloss 0.010176 | clsloss 0.023035 | totalloss 0.074250 | labels 375 | time 0.375928s
2022-04-02 17:00:57 | epoch    1/50 | iter: 142/259 | boxloss 0.041000 | objloss 0.010167 | clsloss 0.023015 | totalloss 0.074182 | labels 402 | time 0.376897s
2022-04-02 17:00:58 | epoch    1/50 | iter: 143/259 | boxloss 0.040953 | objloss 0.010162 | clsloss 0.023006 | totalloss 0.074122 | labels 404 | time 0.368974s
2022-04-02 17:00:58 | epoch    1/50 | iter: 144/259 | boxloss 0.040900 | objloss 0.010145 | clsloss 0.022999 | totalloss 0.074044 | labels 318 | time 0.377362s
2022-04-02 17:00:58 | epoch    1/50 | iter: 145/259 | boxloss 0.040869 | objloss 0.010143 | clsloss 0.022991 | totalloss 0.074004 | labels 497 | time 0.374335s
2022-04-02 17:00:59 | epoch    1/50 | iter: 146/259 | boxloss 0.040834 | objloss 0.010136 | clsloss 0.022983 | totalloss 0.073953 | labels 410 | time 0.374505s
2022-04-02 17:00:59 | epoch    1/50 | iter: 147/259 | boxloss 0.040802 | objloss 0.010129 | clsloss 0.022972 | totalloss 0.073904 | labels 421 | time 0.370879s
2022-04-02 17:00:59 | epoch    1/50 | iter: 148/259 | boxloss 0.040771 | objloss 0.010128 | clsloss 0.022959 | totalloss 0.073857 | labels 498 | time 0.378964s
2022-04-02 17:01:00 | epoch    1/50 | iter: 149/259 | boxloss 0.040723 | objloss 0.010128 | clsloss 0.022945 | totalloss 0.073797 | labels 443 | time 0.369762s
